Catalyst;PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10
Ni10-V-MgAl;2.204281;-0.20153885;0.8450969;0.63507587;0.27590317;-0.15401559;-0.23389302;0.22782916;-0.027850065;-0.012198031
Ni10/SBC240;-1.7818007;0.56507415;0.7575575;-0.92191476;-0.096939;-0.3184449;-0.24798714;-0.08006011;-0.20924552;0.8572432
Ni10/SBA-15;0.64424765;0.12752809;0.83745205;-0.44112495;-1.0966924;-0.19027223;-0.30073097;-0.10337716;-0.2593154;0.3528502
Ni10CeAl;-3.1210315;0.071808994;1.2554651;0.26174876;-0.19106837;-0.12666759;-1.0614128;0.5880463;-0.8132614;0.088775605
Ni10NdMgAlO;-0.43315485;0.23027842;-0.80346054;0.4177582;-0.09411461;0.17243484;-0.30493513;-0.97595036;-0.49710226;-0.36347723
Ni12MgAl;-2.0066955;0.75224376;1.3794484;-0.053968303;-0.2716562;-0.83282727;-0.2097789;-0.28133124;0.18066077;0.8027035
Ni1Mn/ATP;-0.79394317;-0.14367224;0.5416152;-0.42354453;-1.317355;0.18467991;-0.3619901;-0.57960904;0.039781302;0.073800005
Ni2-MCF(O)-DS;0.7100502;-0.59567744;-0.6109214;0.08452091;0.87456715;-0.16032378;0.033420052;0.17512363;0.19740868;-0.2746352
Ni2.5NdMgAlO;-1.8934114;-0.6234948;-1.5114259;-0.3079481;1.072733;0.30404586;0.169136;-1.0985258;-0.08821308;0.08213299
Ni2/HAP-OP;0.37232453;-1.6049716;-0.1850982;-0.35991472;1.1101156;0.04720297;1.0379624;-0.4893265;-0.07791119;0.7573291
Ni3Mn/ATP;-2.0981019;-0.5704806;-0.43161482;0.4138259;-0.35943234;-0.7139617;0.33051077;-0.4792507;0.03915044;-0.11138565
Ni3Nd7;-1.0582343;0.78898823;-0.8478211;0.56778234;-0.32250762;-0.79109585;-0.000104405;-0.61337984;-0.21340439;-0.7441335
Ni5%Al2O3;-0.11764247;1.7326735;-0.22721024;0.3090054;-0.35947978;-0.6721058;0.47466573;-0.12789255;0.18897657;0.24712016
Ni5/MCF(N)-T;-0.2684667;-0.52105397;-0.6157367;0.94395006;-0.18126972;-0.07806449;0.61402106;-0.10569827;-0.32662147;-0.60461205
Ni5/MCF(N)-IWI;0.45166707;-0.7977502;0.2581212;0.9938886;0.07942155;0.25845727;1.0028439;-0.0808157;0.10950195;-0.29890805
Ni5/MCF(O)-IWI;0.54838413;-0.74558765;0.040697273;0.86862904;0.7413872;0.54879075;0.76286787;-0.1521051;0.5486879;-0.13885185
Ni5/MCF(O)-TS;-1.311948;-0.7539596;-1.2552403;0.09203073;0.9047274;0.12870255;0.027675351;0.079920664;0.20825157;-0.6401274
Ni5/MCF-TS;-0.73160356;-1.5115051;-0.5316984;-0.9585277;0.82247823;-0.8563512;0.23345396;0.39014724;-0.06513278;-0.5820359
Ni5/MCFIWI;-0.53373766;-1.4446627;0.32786107;0.19566628;0.5368295;-0.19108148;0.8010871;-0.37129372;0.5713359;-0.39370334
Ni5Mn/ATP;-1.7296482;-1.0391049;-0.68574715;0.037754413;-0.02361403;0.16967615;0.7219826;-0.6616408;-0.31260082;0.17565547
Ni5Nd5;-1.2208697;0.8839314;-0.0786937;0.36612433;-0.93522054;-0.3599459;0.31616876;-0.30095994;-0.78964394;-0.5571091
Ni5NdMgAlO;-0.39314097;-0.47444582;-1.091104;0.25267726;0.3644726;-0.047943007;0.56527853;-0.7963943;-0.840362;-0.41832894
Ni7.5NdMgAlO;-2.2755442;-0.6826516;-1.293187;-0.17432599;1.0409868;0.2986153;0.24940255;-0.9839991;-0.69816834;-0.0292162
Ni7Nd3;-1.7868075;0.5695795;-0.3569001;0.8880571;-0.26688635;-0.7036938;-0.007164645;-0.55029565;-0.59906644;-0.42206326
Ni9.6-V-HSS;0.6649955;-0.7865476;-0.8367563;-1.0322455;-0.04221093;-0.4739723;-0.40780053;-0.2187822;-0.013908809;-0.2775058
Ni9Nd1;-1.1124324;0.47081926;-0.2076783;0.8055433;-0.7182945;0.1766738;-0.53592926;-0.5725831;-0.62020314;-0.024774788
Ni-HMS30;1.0222716;0.38234475;-0.3932499;0.22045335;-0.46395868;-0.77562666;-0.42507645;-0.07537818;0.02492341;-0.3810413
Ni-HMS50;1.3349344;-0.066656955;-0.5926572;-0.13122368;-0.20399451;-0.23059848;-0.32806024;-0.13236038;-0.36133006;-0.18623562
Ni-HMS70;1.3418617;-0.5355358;-0.7733174;-0.06774826;0.06229936;-0.09934645;-0.1835341;-0.04358042;-0.4204242;-0.12164674
Ni-HMS90;1.4233171;-0.6006926;-0.78352046;-0.009797981;0.003295049;-0.17526862;-0.19762476;0.11350032;-0.36647946;-0.10468236
Ni-HSS;1.3688544;-0.7134772;-1.2098197;-0.28691876;-0.049530447;-0.04735186;-0.13956064;-0.12361611;-0.08346322;-0.12802471
Ni-HSS-V;1.8848989;-0.70133936;-0.8055937;-0.5030109;-0.10910155;-0.0724593;-0.424554;0.07626954;-0.17321485;0.042584304
Ni-HSZ-reduced;1.9462517;-1.1660825;-0.17344972;-0.28198478;-0.021980805;-0.13460994;-0.31031656;-0.12976941;-0.19201887;0.1884647
Ni-MA;1.1293554;-1.0374808;0.9816967;1.5333796;0.22093552;-0.35937312;-0.5499202;-0.31845772;0.13453038;-0.30581543
Ni-Mg-MA;1.9983612;-0.9008586;0.57141525;0.8658583;0.045036305;0.24568455;-0.3753636;-0.28734848;0.48823816;0.22473994
Ni-S-2-C;1.8034195;-0.6654726;0.13490142;-0.5560862;-0.3048843;-0.6283475;-0.71265805;0.2703168;0.000880922;0.021010287
Ni-S-2-E;1.9711541;-0.47325212;0.22047454;-0.44687063;-0.39855897;-0.51466775;-0.8008895;0.041045867;0.13958701;-0.00418392
Ni-S-2-T;1.9711541;-0.47325212;0.22047454;-0.44687063;-0.39855897;-0.51466775;-0.8008895;0.041045867;0.13958701;-0.00418392
Ni-SBA-15;1.7581122;-0.70767426;0.24606645;-0.55860025;-0.102610245;-0.60019356;-0.32770753;-0.092137896;-0.34088573;-0.13495804
Ni-SiO2;1.1512123;0.051827025;-1.2946377;-0.22197089;-0.25536254;0.044353973;-0.58960336;-0.07874319;0.10209817;-0.12211666
Ni-SiO2-1 h;1.6967522;0.008519791;-0.06643635;0.10598321;-0.027465478;-0.21439879;-0.9951128;-0.008462898;-0.08945257;-0.11611495
Ni-SiO2-10 h;1.6967522;0.008519791;-0.06643635;0.10598321;-0.027465478;-0.21439879;-0.9951128;-0.008462898;-0.08945257;-0.11611495
Ni-SiO2-2 h;1.4385341;0.38620156;-0.30177093;-0.12835546;-0.21903473;-0.31249452;-0.87255496;-0.06929206;0.20749328;0.16675374
Ni-SiO2-5 h;1.5915413;0.33350015;-0.30248803;-0.16665934;0.002867411;-0.26678208;-0.7970946;-0.19196764;-0.11624468;-0.43317187
Ni-SiO2-500;1.5915413;0.33350015;-0.30248803;-0.16665934;0.002867411;-0.26678208;-0.7970946;-0.19196764;-0.11624468;-0.43317187
Ni-SiO2-600;1.6217755;0.2941628;-0.35150707;-0.15889257;0.13992798;-0.2129765;-0.8379004;-0.17060208;-0.1082499;-0.3928882
Ni-SiO2-700;1.6652403;0.28156504;-0.3466147;-0.106005885;0.18746057;-0.17983398;-0.8008541;-0.12972763;-0.1563375;-0.41809997
Ni-SiO2-ZrO2-reduced;2.0397272;0.20344345;-0.09124101;0.07306638;0.084361844;0.10648168;-0.24108891;0.21981618;-0.050804317;0.3994869
Ni-Silicalite1;-0.03880674;-1.1333259;0.26382902;0.33207297;0.2609148;-0.3307744;-1.1063498;-0.46771958;-0.5598281;-0.09682355
Ni-ZrO2-SiZr-4.1;1.8069983;0.12347365;0.43254986;-0.1836875;0.80966145;-0.010148196;-0.25400224;0.06627154;-0.3283074;0.21927749
Ni-ZrO2-SiZr-5.1;1.891765;-0.009936836;0.2702726;-0.11479866;0.8644725;0.028049245;-0.1779353;0.1426433;-0.33923918;0.06492805
Ni-ZrO2-SiZr-6.1;1.879133;-0.13858312;0.26576996;-0.063598864;0.89119893;0.063719004;-0.1434748;0.15675895;-0.29221144;0.09365636
Ni-ZrO2-SiZr-7.7;1.7234643;-0.15130039;0.07846007;-0.1485361;0.70273197;0.13688365;0.019042104;-0.014519606;-0.41109294;0.08927871
NiAl;-2.2399764;-0.1073249;-0.20396505;1.0805663;-0.81236446;0.6591433;-0.6321179;-0.4940635;-0.33682692;0.8591781
NiAl-500;0.6517819;-0.39636326;0.6856467;0.9582775;0.77362394;-0.09147656;-1.1372595;-1.2464025;-0.27930546;-0.41458032
NiAl-850;1.0885463;-0.25616702;0.82771575;0.69235647;0.4673597;-0.40416232;-0.5362949;-0.49172485;-0.48792636;-0.39719516
NiAl/La perovskite;-0.070915096;-1.2728373;0.40515485;0.36054045;0.021961106;0.96240354;-0.68658423;-0.104740754;1.147576;0.5738977
NiAl2O4/g-Al2O3;0.2681337;1.7480844;-0.5542372;-0.08528743;0.38083655;0.032651506;-0.3532352;-0.13617168;0.53654397;0.09293994
NiAl2O4/g-Al2O3-1La;1.1749711;1.4363128;0.29244617;0.07092733;1.0321732;0.1366632;-0.46384913;0.20349842;0.16841762;0.15866317
NiAl2O4/g-Al2O3-2La;1.0125242;1.3079009;0.35071763;0.04297535;1.0962018;0.08728313;-0.7237044;0.089218356;0.46374238;0.14423391
NiAl2O4/g-Al2O3-3La;0.82306594;1.6351091;0.3192902;-0.19926909;0.87694573;0.22865546;-0.48269427;-0.10779993;0.43214434;0.12715043
NiAl2O4/g-Al2O3-5La;0.92997354;1.6717832;0.18769944;-0.1869764;0.9554726;0.35947943;-0.36358374;-0.12326452;0.08928519;-0.048008386
NiAl2O4/g-Al2O3-7La;0.9400142;1.5256747;0.12718253;-0.107772656;1.0852273;0.2938251;-0.4008496;-0.18709062;0.10192648;0.002375291
NiB(0.0)/Al;1.0738533;-0.6836299;-0.10410772;-0.115384795;-0.81473464;0.09955376;0.7629384;-0.101436816;0.9644223;-0.5576301
NiB(0.1)/Al;0.093619674;-0.6121178;0.42062736;-0.37416357;-0.66978437;0.13976547;0.33520702;-0.6464966;0.94256914;-0.88958985
NiB(0.3)/Al;-0.16775022;-0.45013967;-0.21948415;-0.07827207;-0.56164837;-0.32968813;0.7289256;-0.5079876;0.99569964;-0.81456244
NiB(0.5)/Al;0.22394708;-0.7446092;-0.21191624;-0.20479459;-0.6032246;0.01250033;1.0271509;-0.32385388;0.92462045;-0.8467505
NiB(0.7)/Al;-0.1449027;-0.9159379;-0.13224564;0.06892297;-0.4994944;-0.100421004;1.1389986;-0.29371732;0.94422644;-0.973091
NiCZ;-2.354764;-1.0048977;0.46731853;0.37251413;-1.8961452;-0.8779827;0.04785313;0.45331746;0.28872424;-0.09135782
NiCZ-S;0.24342804;-1.9237034;-0.631595;0.06587303;0.34836373;-0.7145549;1.0874939;0.45460048;-0.03606619;-0.30003077
NiCe;-2.354764;-1.0048977;0.46731853;0.37251413;-1.8961452;-0.8779827;0.04785313;0.45331746;0.28872424;-0.09135782
NiCe/CaAl;-2.8506455;-1.8124899;0.074099064;0.49076813;-0.116783984;-0.42540112;0.9538444;0.91642904;0.40146503;-0.56651604
NiCe/SiO2;-1.8776038;-0.6112082;-1.9060243;-0.20335658;0.39574224;-0.39806047;0.076962255;0.53839207;0.23623414;0.5296542
NiCo/EXVTM-SiO2;0.016486546;-0.07249618;-0.96524;0.16061053;0.73258686;-0.073622845;-0.5778272;0.38643944;-0.009202343;0.19707774
NiCo/MAl;-2.0476732;-0.84762186;0.20984344;1.9157552;0.7182225;0.030572645;0.05248388;0.35078707;0.034739986;-0.05496482
NiCo/MMAl;-2.0476732;-0.8476218;0.20984346;1.915755;0.71822226;0.030573077;0.052483898;0.3507873;0.034740124;-0.05496454
NiCo/mesoporousAl;0.2142873;-0.53649426;0.5849956;1.0669911;0.82191813;1.4979932;-0.6958066;0.47558847;1.0868713;0.99206036
NiCu/EXVTM-SiO2;-1.2541972;-1.3359567;-1.2540326;-0.33177286;1.0424392;-0.911766;-0.28630888;0.47194698;-0.10667855;0.31522217
NiCu0-LDO;-0.15152752;-1.5058618;-0.53037614;1.093287;0.7461766;-0.18322787;0.9938897;0.23103513;-0.035478517;-0.26615515
NiGd/SiO2;-0.84780467;-0.15400203;-2.3147664;-0.68629354;-0.46311975;0.29300007;-0.5376899;0.059151366;0.1857742;0.23555188
NiLa/CaAl;-2.978004;-1.248877;-0.2339614;1.2989162;-0.40029192;0.59415686;-0.39947692;1.0513637;0.12556647;-0.33028632
NiLa/SiO2;-0.84780467;-0.15400203;-2.3147664;-0.68629354;-0.46311975;0.29300007;-0.5376899;0.059151366;0.1857742;0.23555188
NiMg/Si;-0.9391391;-1.0556194;-1.86245;-0.7080954;-0.81241345;0.674671;-0.23486425;-0.16856988;0.19095562;0.35454994
NiMgAlO;0.37266734;0.2499657;-1.7924248;1.0295986;0.13076843;0.25675753;0.38171017;0.40523;0.023994321;0.3600568
NiO/SBA-15;1.6252213;-0.082294;-0.5565028;-0.021943618;-0.14166354;0.18166749;0.2150413;0.45347497;-0.38448337;0.27805197
NiO-10Al2O3-ZrO2;1.4549185;1.2787285;-0.2019195;0.061688073;-0.3832562;0.22069252;0.094435774;0.64329284;0.36500284;0.38696495
NiO-ZrO2;0.78293294;1.1624904;-1.7233678;0.8379859;0.1021082;0.4539422;-0.03341136;0.47068474;0.5743441;0.033719927
NiPS;-1.789604;-1.7565687;-2.1903985;-1.1422398;0.40892494;0.5111231;0.31304544;-0.49347618;0.3809338;-0.25433895
NiPS-silica-0.4;1.2846293;-1.122143;-0.19981167;-1.03731;-0.3973276;0.1812287;-0.12494807;-0.18826;-0.005620787;-0.20002498
NiPS-silica-0.6;1.420588;-1.4180584;-0.46204668;-0.85694563;-0.37721148;0.28651932;0.18826397;-0.054927845;-0.24759392;-0.12644829
NiRh/mesoAl;-1.2155663;-0.6116906;0.38823053;1.4803965;-0.010879695;0.41045862;-0.87228584;-0.127081;0.65976524;0.4240116
NiSi;-0.97179824;-1.2754344;-1.9763641;-0.6833303;-0.20924017;-0.05003498;0.015286337;0.24196294;0.012952903;0.048184186
NiSm/SiO2;-0.58039147;-0.24730235;-2.3239613;-1.0324944;-0.6354444;0.17452358;-0.2567567;0.35717472;0.32453465;0.42151535
NiY/CaAl;-2.978004;-1.248877;-0.2339614;1.2989162;-0.40029192;0.59415686;-0.39947692;1.0513637;0.12556647;-0.33028632
NiY3-DLH;1.4418778;0.21935934;0.6754166;0.39413393;0.37219074;-0.3838888;-0.5050287;-0.75364166;0.2627621;0.023240343
NiY4-DLH;1.5359193;0.024174223;0.5297469;0.6536448;0.078544654;0.26491627;0.009715398;-0.43090013;0.07072394;0.35343468
NiY8-DLH;0.947137;-0.5647;0.04346623;1.3749574;0.30175185;0.7984778;-0.26154396;0.05258709;0.00380442;0.17798437
NiZr;-2.2319589;-0.10917338;-0.2054893;1.0751557;-0.81875265;0.6563462;-0.6285759;-0.49463058;-0.33767545;0.8637984
Nisingle bondCe/Al2O3-1000;0.4347959;0.26350757;0.9053874;0.26845014;0.75375974;0.33980793;-0.74572855;0.1800865;0.033982974;0.12400951
Nisingle bondCe/Al2O3-500;0.36806315;0.6993406;0.6369013;-0.05323281;1.0723029;0.13310902;-0.40924644;-0.055481628;0.18409908;-0.30657697
Nisingle bondCe/Al2O3-600;0.36544618;0.55071133;0.61319387;0.12906173;1.0553123;0.2641429;-0.4853296;-0.079459615;0.1830791;-0.1557041
Nisingle bondCe/Al2O3-750;0.5218523;0.86009836;0.43813002;-0.12880379;1.3515621;0.14083357;-0.20643258;-0.062220834;-0.009984433;-0.3880203
Nisingle bondCe/Al2O3-900;0.17920592;0.47712746;0.6801947;-0.0157707;1.0253618;0.36476293;-0.6047667;-0.1569936;0.1437572;-0.16591592
Ni-3.0La/Si-imp;-0.37321833;-0.8828836;0.07247175;-0.6412902;-0.4945481;-0.64840484;-0.3026696;-0.42479303;0.46161452;0.16480738
Ni-Imp;0.5020918;-1.0063212;0.6593459;1.0587037;-0.9491732;0.76488376;0.29299757;-0.19351903;0.59645164;-0.13973863
Ni-La2O3;0.4971395;1.5494127;-0.8772143;0.8017918;-0.21121149;-0.4548899;0.01888135;-0.012765451;0.47649267;0.041561045
Ni-Mn-ZrOx;-2.1024146;-1.1570439;-1.0291826;0.83412534;0.55521554;0.8089816;0.10970326;-1.2510865;0.5606284;-0.32237443
Ni-ZrO2-C;1.7022536;0.33122775;-0.61384815;0.6205754;0.30901447;-0.23264267;0.48249185;0.5096436;0.110578455;0.5429725
Ni-ZrO2-CR-10;1.5725303;0.4186172;0.15079854;0.8339166;0.026293531;-0.020850496;-0.073025756;0.4299432;0.06756856;0.53064615
Ni-ZrO2-CR-15;1.5396836;0.55293286;0.37724867;0.26663104;-0.124083325;0.09391134;0.07756375;0.116085604;-0.19395293;0.66516167
Ni-ZrO2-CR-20;1.2229364;0.6027899;0.36578384;0.6391429;0.101771004;-0.16662131;-0.0953315;0.2741477;0.21576235;1.0959287
Ni-ZrO2-CR-25;1.3708462;0.8103995;0.4531384;0.1463903;-0.002317143;-0.12978521;0.18655066;0.029424634;0.13864212;0.99503195
Ni-ZrO2-IMP;2.0047734;-0.19684406;-0.2591967;0.30022135;0.38151202;0.16361362;0.46755186;-0.005186343;0.09495071;0.33747408
Ni-ZrOx;0.37273157;0.25128794;-1.7922497;1.0312098;0.1316986;0.25565487;0.3826664;0.40829414;0.023172507;0.35795432
Ni-Mn/Ce50-Zr50;-2.0536973;0.6935083;-0.085081816;-0.017506886;0.18451281;-0.01691745;0.62394327;0.114428066;-1.0366032;-0.31578693
Ni-SiO2-550;0.5064475;0.90843344;-1.5698416;-0.8471848;-0.56297666;0.31126228;-0.08674497;0.1415305;-0.16515051;-0.1767688
Ni-SiO2-750;0.44486097;0.7364809;-1.7340257;-0.6891989;-0.49123368;0.29150647;-0.021702196;0.16500421;-0.2415503;-0.16870283
Si-Ni-CNF;1.8276075;-1.4162431;0.012947961;-0.13553448;-0.17084408;-0.34097877;0.4099756;0.15424474;-0.17050295;0.07206744
Sm2O3/10Ni/SBA-15;1.0779818;0.33316204;-0.18587917;-1.2273781;-0.47731847;-0.15456584;-0.2798473;-0.033900682;-0.14496017;0.18433775
Sn0.02 Ni/Al;-1.7953296;-0.2795559;-0.6128403;-1.1710101;-0.75492793;0.50786555;-0.37601665;-0.17825285;0.3563142;0.12254314
Sn0.02 Ni/Ce-Al;-0.26120695;-0.33844894;-0.7031559;-0.877761;-0.41501495;0.02706545;-0.26470414;-0.46169373;0.18749648;0.18181558
Sn0.04 Ni/Al;-2.0947545;-0.51943874;-0.22681718;-1.3394935;-0.89795023;0.3830494;-0.26880392;-0.15556335;0.27150875;-0.005951622
Sr-Ni/MgA;1.5725172;-0.8653588;-0.001297748;-0.23552322;-0.7079046;-0.2751945;-0.112854;0.35744336;-0.004994849;0.07910641
TAL0;-2.088884;-0.4268587;1.600245;-1.0572132;-1.1026305;1.1725525;-0.44765097;-0.47796932;0.4028483;0.625933
TAL100;-2.6643965;-0.6075829;1.5756929;-1.4996309;0.49462104;0.75041884;-1.0856404;0.8911785;0.5282618;-0.013829253
TAL25;-1.2041589;1.2699664;1.6859869;-1.110164;-0.27991718;0.13608627;0.45789742;-0.24000774;-0.3259999;0.4809728
TAL50;-2.2740617;1.0319259;1.5597763;-0.736184;-0.42866814;0.7301617;-0.058330487;0.17821354;-0.34529546;0.6713036
TAL75;-1.386448;1.0594623;1.8603717;-1.0262908;0.3273909;0.14516295;0.66227734;-0.30526656;-0.6993489;0.18035732
UNAU;-2.234162;-0.10824222;-0.20467702;1.0767388;-0.81693995;0.65731764;-0.62978566;-0.4943573;-0.33721563;0.86283815
WI;-0.64126664;-1.445514;0.24644205;-0.12843154;0.15148821;1.2733557;-0.13127552;-1.375359;1.0184177;0.6012766
Y;-2.0888846;-0.4268587;1.600245;-1.0572132;-1.1026309;1.1725516;-0.44765118;-0.47796872;0.40284786;0.6259332
Y-Ni/MgAl;0.36748266;-0.6492875;-0.33981484;0.6492121;-1.0465859;0.99784684;0.17323372;0.23588692;0.3181906;0.062250495
Y2O3/10Ni/SBA-15;1.346635;0.476226;0.20663857;-0.69221354;0.0849726;0.18664443;0.22568722;0.13332011;-0.355272;0.31760886
Y-2%Nd2O3;0.04086901;1.5344672;-0.59991664;0.32800537;-0.5059302;-0.4107316;0.42441642;0.19659245;-0.014840329;0.4568001
Y-2.5%Nd2O3;-0.47032425;1.7095283;-0.4970765;-0.14445242;0.12082608;-0.30086592;0.5246396;-0.09000353;-0.14269072;-0.07641842
Y-3%Nd2O3;-0.058725435;1.6492361;-0.57299995;0.33445948;-0.6355189;-0.34274727;0.4064575;0.14449763;0.07150894;0.19515526
Y-3.5%Nd2O3;-0.5961321;1.7737613;-0.70277244;-0.0870049;-0.06905414;-0.071871735;0.31625044;-0.16630806;0.010632806;-0.05961209
Y-4%Nd2O;0.26654992;1.2924961;-0.8913931;0.80099016;-0.43645817;-0.2550453;0.7548715;0.14374237;0.06678994;-0.1391147
Y-Ni/SBA-16-MgO;1.577073;-1.0326613;-0.38138878;-0.25749177;0.15782455;-0.1902541;0.2612783;-0.21840104;-0.16207013;0.05426704
Zr (10)-Ni(15)/perlite;0.80918;0.159998;0.70378846;-0.17962892;-0.5364711;0.41512436;-0.16849115;0.13148816;0.09308442;-0.5829437
Zr (20)-Ni(15)/perlite;0.8289431;0.30024529;0.39526585;-0.10000469;-0.3451538;0.33201218;0.05892969;0.26334286;0.14433683;-0.5746088
ZrO2/10Ni/SBA-15;0.16793956;-0.21567947;0.1400782;-1.0094805;0.45702207;-0.08343853;-0.3675294;-0.45427588;-0.3979803;0.5227631
-Ni-La2O3;0.50074893;1.5484008;-0.87576824;0.7987984;-0.2028077;-0.4572957;0.014888156;-0.01284903;0.4690078;0.042670254